#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
68500,136.99999999992605,-53435.625614957644,13322.699576321782,-40112.926038635866,290.9929090295014,43.63449716603407,1.207541561181169,97.6
69000,137.99999999993082,-53326.16867810646,13141.382406100136,-40184.78627200633,287.0325997455206,43.500217457872104,1.2112690903271068,97.6
69500,138.9999999999356,-53432.271797581954,13438.109761822909,-39994.162035759044,293.51368534951195,43.12143191727217,1.2219090713479543,97.6
70000,139.99999999994037,-53171.49882412465,13317.782927861406,-39853.71589626324,290.88552014559207,43.75538464833441,1.2042053624418039,97.6
70500,140.99999999994515,-53328.45526787421,13491.579585697877,-39836.87568217634,294.6815672420321,43.36596916550012,1.2150188233576038,97.6
71000,141.99999999994992,-53141.795205440314,13316.63525368445,-39825.159951755864,290.8604527750147,43.64693177735537,1.2071975436441702,97.6
71500,142.9999999999547,-53431.553758924536,13574.749311206822,-39856.80444771772,296.4981510530224,43.85849011196801,1.2013744361630456,97.6
72000,143.99999999995947,-53309.906526560764,13613.322754167359,-39696.58377239341,297.34066786532964,43.34218952867408,1.2156854418803509,97.6
72500,144.99999999996425,-53413.429938184825,13478.109418827029,-39935.320519357796,294.3873533689048,43.46922237828777,1.21213276765554,97.6
73000,145.99999999996902,-53398.931981768386,13332.682841972957,-40066.24913979543,291.21096239749994,43.39759352782256,1.214133424136704,97.6
73500,146.9999999999738,-53517.806225129585,13365.433491983258,-40152.37273314633,291.92629841964083,43.63207117313047,1.207608701868729,97.5
74000,147.99999999997857,-53721.256691024806,13499.167914341786,-40222.08877668302,294.84731066468555,43.609235903852706,1.2082410465846545,97.5
74500,148.99999999998334,-53530.41727600532,13385.99407248871,-40144.423203516606,292.37538031166594,43.316584713011245,1.216404044278245,97.5
75000,149.99999999998812,-53633.93116146365,13341.996095774453,-40291.9350656892,291.41438144186867,43.320402849782354,1.2162968338945814,97.5
75500,150.9999999999929,-53753.41449970952,13492.748066958968,-40260.66643275056,294.7070890786061,43.46135974901156,1.21235205556187,97.5
76000,151.99999999999767,-53536.94164674791,13282.23223292795,-40254.70941381996,290.1090258564697,43.66389886624837,1.2067284460929606,97.5
76500,153.00000000000244,-53787.47550232926,13496.238592718455,-40291.2369096108,294.7833287505267,43.32705330539303,1.2161101392664881,97.5
77000,154.00000000000722,-53457.31933109669,13338.041485523354,-40119.277845573335,291.32800528856336,43.120072210286935,1.2219476018562414,97.5
77500,155.000000000012,-53848.829473304206,13601.796698936058,-40247.03277436815,297.08891706045887,43.263436055372395,1.2178983833320618,97.5
78000,156.00000000001677,-53825.92534159011,13586.816655910885,-40239.108685679224,296.761724641812,43.29917310336479,1.216893188778552,97.5
78500,157.00000000002154,-53509.73771440062,13168.69466978529,-40341.043044615326,287.629151143861,43.80425913179357,1.2028617735708902,97.5
79000,158.00000000002632,-53480.7502578759,13289.887280849938,-40190.862977025965,290.27622655410744,43.86108704980015,1.201303304895362,97.5
79500,159.0000000000311,-53929.65888371943,13605.959937682686,-40323.69894603674,297.1798500539506,43.35543533727529,1.2153140297019898,97.5
80000,160.00000000003587,-53589.831218173094,13419.604998900319,-40170.22621927278,293.10950639442126,43.4097639239859,1.2137930287179968,97.5
80500,161.00000000004064,-53498.20115980326,13399.730531964587,-40098.47062783867,292.67541051798804,43.35037215096264,1.2154559745355733,97.5
81000,162.00000000004542,-53554.759441095295,13340.311289450456,-40214.44815164484,291.3775820912143,43.85333996798966,1.2015155257886627,97.5
81500,163.0000000000502,-53875.934844336254,13538.430831673102,-40337.50401266315,295.7048868988243,43.43628707810721,1.2130518599455793,97.5
82000,164.00000000005497,-53396.31436020284,13212.701903287663,-40183.61245691518,288.59035219938545,43.624901723739704,1.2078071639656003,97.5
82500,165.00000000005974,-53509.156498152945,13283.394657507564,-40225.761840645384,290.13441540368655,43.25791835688011,1.2180537305223273,97.5
83000,166.00000000006452,-53726.69303835185,13580.7084424399,-40145.98459591195,296.62830972866226,43.15945013625007,1.2208327182781415,97.5
83500,167.0000000000693,-53768.460663224105,13701.848782769423,-40066.611880454686,299.2742434473781,43.27100534023578,1.2176853395230351,97.5
84000,168.00000000007407,-53234.970357644925,13415.308479946005,-39819.66187769892,293.01566230959037,43.42407549684072,1.2133929905557004,97.4
84500,169.00000000007884,-53628.333946029845,13663.991119434573,-39964.34282659527,298.447360613328,43.30051161934884,1.2168555718792786,97.4
85000,170.00000000008362,-53453.399130279504,13581.75857288615,-39871.64055739335,296.65124656002024,43.47144737166761,1.2120707272233346,97.4
85500,171.0000000000884,-53336.85880293875,13378.030582340169,-39958.828220598574,292.20144265353014,43.43967312382437,1.212957304697814,97.4
86000,172.00000000009317,-53567.94123752421,13663.304922979987,-39904.63631454422,298.43237278737416,43.12116563115168,1.2219166170026565,97.4
86500,173.00000000009794,-53459.923512666726,13512.238143408398,-39947.685369258324,295.132789141175,43.22296859277688,1.2190386395170771,97.4
