SMILES,Temperature [K],Exp Density [g/mL],Sim Density [g/mL],Sim Density std [g/mL],Similarity
CCCCNCC,293,0.7398,0.7505,0.00061,0.9904
C=CC(C)CCCC(C)C,293,0.7396,0.7581,0.00049,0.9659
CCCCOC,298,0.7392,0.751,0.00069,0.9925
C#C/C(C)=C\C,293,0.739,0.7942,0.00066,0.9019
CC(C)C(C)C(C)(C)C,293,0.7389,0.747,0.00065,0.9591
CCCOCC,293,0.7386,0.7474,0.00051,0.9915
CC#CCC(C)C,293,0.7378,0.7452,0.00043,0.9154
CCCCCC(C)C(C)C,293,0.7377,0.7524,0.00059,0.9685
CCCC(C)(CC)CC,298,0.7371,0.7424,0.00045,0.9731
CCCOC(C)C,293,0.737,0.7608,0.00077,0.9847
C=C/C=C/C=C,288,0.7369,0.7746,0.00052,0.9601
CCCCCCCCC(C)C,293,0.7368,0.7562,0.00067,0.9858
CCCC(C)=C(C)C,298,0.7366,0.7524,0.00086,0.9152
CC(C)OC(C)(C)C,298,0.7365,0.7642,0.00057,0.9692
CCC(C(C)C)C(C)C,293,0.7365,0.7463,0.00063,0.9543
CCC(C)(C)CCC(C)C,298,0.7362,0.7448,0.00094,0.9828
CCOC(C)(C)C,298,0.736,0.7594,0.00047,0.9853
CCCCCC(CC)CC,298,0.7359,0.7512,0.00064,0.9643
CCCOC,286,0.7356,0.7435,0.00055,0.9922
CCC(C)C(C)C(C)C,298,0.7354,0.7422,0.0004,0.9631
CCCC(CCC)C(C)C,298,0.7354,0.751,0.00041,0.9585
CCCCCCC(C)CC,293,0.7354,0.7493,0.00063,0.9768
COC(C)(C)C,298,0.7353,0.7548,0.0007,0.9901
CCCC(C)(C)C(C)C,298,0.7345,0.7432,0.00056,0.9739
C=C(C)C=C(C)C,296,0.7343,0.7634,0.00076,0.9286
C=C(C)CCCCCC,293,0.7343,0.7565,0.00056,0.9607
CCCCC(CC)CCC,298,0.7343,0.7497,0.00062,0.9627
C=CCCCCC=C,293,0.734,0.7592,0.00057,0.9907
CCC#CCCC,298,0.7336,0.751,0.00044,0.9126
C#CCCCCC,293,0.7328,0.7506,0.00064,0.8965
CCCCC(C)CCCC,293,0.7326,0.7512,0.00065,0.9758
CCC(C)CCC(C)CC,298,0.7324,0.7478,0.00065,0.9767
CCCCCC(C)CCC,293,0.7323,0.7496,0.0006,0.9761
CCCC(CCC)CCC,298,0.7321,0.7486,0.00086,0.961
CC#CCCC,293,0.7315,0.7416,0.00103,0.9166
CCCC(C)C(C)CC,293,0.7314,0.7432,0.00042,0.9674
CCC(C)CCCC(C)C,293,0.7313,0.7475,0.00045,0.9768
COCC(C)C,293,0.7311,0.7477,0.00059,0.9803
CCCC(CC)C(C)C,293,0.731,0.744,0.00031,0.96
C=C(C)C(C)(C)CC,298,0.7308,0.7477,0.0006,0.9429
C=C/C(C)=C/C,298,0.73,0.7509,0.00042,0.9384
C/C=C\C=C/C,298,0.7298,0.7498,0.0005,0.9636
CCC1CCC1,293,0.7284,0.7375,0.00065,0.9294
CCCCCCCC(C)C,293,0.7281,0.7463,0.00079,0.9858
CCC(C)=C(C)C,293,0.7277,0.7402,0.00073,0.9162
CCN(CC)CC,293,0.7275,0.7325,0.00045,0.9673
C#CCCC(C)C,293,0.7274,0.746,0.00052,0.8965
CCC(C)(CC)CC,293,0.7274,0.7332,0.00053,0.9732
C=C(CC)CCCC,293,0.727,0.743,0.00072,0.9433
CCCCCCCCCC,298,0.7266,0.7463,0.00064,0.9939
CCCC(C)CCC(C)C,298,0.7264,0.7436,0.00074,0.976
C=C(C)C(CC)CC,293,0.7262,0.7415,0.00067,0.9511
CCC(C)(C)C(C)C,293,0.7262,0.7313,0.00045,0.9741
CCCCC(C)C(C)C,293,0.726,0.7397,0.00041,0.9685
CCCC(C)C(C)(C)C,298,0.7257,0.7404,0.00066,0.9648
CCCCC(C)(C)CC,293,0.7254,0.7399,0.00064,0.983
C=C(CC)C(C)CC,298,0.725,0.7383,0.00088,0.9272
CCC(C)CC(C)(C)CC,293,0.7248,0.7548,0.00058,0.9775
CCC(C)N,293,0.7246,0.7214,0.00056,0.9783
CCCC(CC)CCC,298,0.7241,0.7378,0.00065,0.9629
CC(C)CN,298,0.724,0.7253,0.00049,0.9802
CCC#CCC,293,0.7231,0.744,0.00074,0.9172
CC(=O)C(C)(C)C,298,0.7229,0.8348,0.00089,0.964
CCCCC(C)CC(C)C,298,0.7226,0.7421,0.00066,0.9759
CCC(C)CC(C)CC,293,0.7225,0.7373,0.00057,0.9769
CCCCC(CC)CC,298,0.7225,0.7379,0.00044,0.9643
C=C(C)C(=C)C,298,0.7222,0.7425,0.00052,0.9395
CCCC(C)(C)CCC,293,0.7221,0.736,0.00067,0.9827
CC(C)=CC(C)(C)C,293,0.7218,0.7474,0.00055,0.9397
CC(C)CC(C)C(C)C,293,0.7218,0.7331,0.00055,0.9686
CCC/C=C\CCC,293,0.7212,0.7446,0.00049,0.9872
CCCCCCC(C)(C)C,298,0.7208,0.7406,0.00055,0.987
CC=C(CC)CC,293,0.7204,0.7322,0.00051,0.9225
CCCNC,290,0.7204,0.7268,0.00047,0.9939
CC(C)CCCCC(C)C,298,0.7202,0.7377,0.00074,0.9858
CCC(C)(C)CC(C)C,298,0.7201,0.7342,0.00068,0.9814
CCCCC=C(C)C,298,0.72,0.7421,0.00067,0.9593
CCOC(C)C,298,0.72,0.7363,0.00082,0.9845
CCC(C)CCC(C)C,293,0.7198,0.734,0.00066,0.9767
CC(C)(C)CC(C)(C)C,293,0.7195,0.7389,0.00052,0.973
CCC(CC)CC(C)C,298,0.7195,0.7332,0.00052,0.9641
CCC(CC)C(C)C,293,0.7193,0.7283,0.00052,0.9611
CC(C)OC(C)C,298,0.7192,0.7461,0.00087,0.9783
CC(C)C(C)C(C)C,293,0.7191,0.7259,0.00048,0.9641
C/C=C\C=C\C,298,0.7185,0.7422,0.00067,0.9636
CC(C)=CCC(C)C,293,0.7182,0.7385,0.00056,0.9597
C=CC=C(C)C,293,0.7181,0.7426,0.00042,0.9468
CC#CC(C)(C)C,293,0.7176,0.7322,0.00065,0.9197
C=C/C=C\C=C,293,0.7175,0.7795,0.00041,0.9601
CCCN,293,0.7173,0.7117,0.00053,0.9947
C=C(C)C(C)CCC,298,0.7172,0.7355,0.00086,0.9517
CCCCCC(C)CC,298,0.717,0.7327,0.00038,0.9768
CCC(C)C(C)(C)C,293,0.7161,0.7283,0.00058,0.9655
CCCCC(C)CCC,298,0.716,0.7324,0.00065,0.9761
CC/C=C\CCCC,293,0.7159,0.7435,0.00053,0.9869
C#CCCCC,298,0.7155,0.7269,0.00067,0.8965
C=CCCC(=C)C,298,0.7153,0.7415,0.00088,0.9595
CC(C)NC(C)C,293,0.7153,0.7293,0.0007,0.9655
CC/C=C/CCCC,293,0.7152,0.7402,0.00049,0.9869
CCCN(C)C,293,0.7152,0.7191,0.00051,0.9905
CCC(C)C(C)CC,298,0.7151,0.7248,0.00069,0.9687
C=C(C)CC(C)(C)C,293,0.715,0.7325,0.00098,0.9614
C=C(CC)C(C)C,293,0.715,0.7228,0.00057,0.9295
C=C=CCCC,293,0.7149,0.7325,0.0007,0.8823
C=CCCCCCC,293,0.7149,0.737,0.00046,0.9907
CC(C)(C)CCC(C)(C)C,298,0.7148,0.7361,0.00062,0.9868
CCC/C=C/CCC,293,0.7141,0.7412,0.00066,0.9872
C=C/C(C)=C\C,298,0.714,0.7542,0.00069,0.9384
CCCC(CC)CC,293,0.7136,0.7257,0.0005,0.9645
C/C=C(\C)C(C)C,298,0.7124,0.7227,0.00055,0.9374
C/C=C(/C)CCC,293,0.712,0.7285,0.00096,0.9486
CCCC(C)CC(C)C,298,0.7115,0.7261,0.00051,0.9762
CC#CC(C)C,298,0.7112,0.7242,0.00043,0.9207
CCC(C)CC(C)(C)C,293,0.711,0.7345,0.00088,0.9777
CCCCCC(C)(C)C,293,0.7105,0.7332,0.00061,0.987
C=C(C)CCCCC,298,0.7104,0.7374,0.00064,0.9607
C/C=C/C=C/C,298,0.7101,0.7338,0.00044,0.9636
CCCC(C)(C)CC,293,0.71,0.7219,0.0006,0.9833
CCCCCCC(C)C,298,0.7095,0.7293,0.00064,0.9858
C=CCN(C)C,298,0.7094,0.7423,0.00043,0.9666
C/C=C(/C)C(C)C,298,0.7092,0.7205,0.00071,0.9374
CC(C)CCCC(C)C,293,0.7089,0.7275,0.00073,0.9858
CC/C=C\C(C)(C)C,298,0.7086,0.7413,0.00039,0.9667
C/C=C\CCCC,293,0.708,0.7265,0.00065,0.9895
CC(C)=C(C)C,293,0.708,0.7213,0.0006,0.925
CC/C=C(/C)CC,298,0.7079,0.7239,0.0004,0.9495
C=CCCCC(C)C,298,0.7079,0.7299,0.00039,0.9858
CC(C)CCC(C)(C)C,293,0.7072,0.7274,0.00034,0.9859
CC#CCC,298,0.7058,0.7202,0.00055,0.9204
CCNCC,293,0.7056,0.7131,0.00063,0.9914
C=C(C)C(C)CC,293,0.7051,0.722,0.00031,0.9523
CC/C=C(\C)CC,298,0.705,0.7246,0.00071,0.9495
C=C(C)C(C)(C)C,293,0.705,0.7265,0.00067,0.9431
C=CCCC(C)(C)C,298,0.705,0.7263,0.00073,0.9867
CCCC(C)CCC,293,0.7046,0.7195,0.0009,0.9764
CC(C)(C)OOC(C)(C)C,293,0.704,0.8446,0.00083,0.9024
CCCC=C(C)C,298,0.7038,0.7266,0.00083,0.9593
C=C/C=C\CC,298,0.7033,0.7352,0.00056,0.9654
CC/C=C\CCC,293,0.703,0.726,0.00064,0.9875
CCCCC(C)CC,298,0.7017,0.717,0.00061,0.9768
C/C=C/CCCC,293,0.7012,0.7226,0.00077,0.9895
C#CCC(C)C,298,0.7,0.7112,0.00085,0.8972
C=C(C)CCCC,293,0.7,0.7231,0.0006,0.9607
C=C/C=C/CC,298,0.6995,0.7323,0.00059,0.9654
CC/C=C/C(C)(C)C,298,0.6995,0.7294,0.0008,0.9667
CCCCCCCC,298,0.6986,0.7157,0.00039,0.9939
CCC(CC)CC,293,0.6982,0.7075,0.00073,0.9657
CC/C=C/CCC,293,0.6981,0.724,0.00075,0.9875
CCCCCC(C)C,293,0.698,0.717,0.00063,0.9858
C=CC(C)(C)CC,293,0.6974,0.7213,0.00059,0.9734
C/C=C\CC(C)C,298,0.697,0.7154,0.00083,0.9854
C=CCCCCC,293,0.697,0.7204,0.00063,0.9907
CCC1(C)CC1,298,0.6968,0.7068,0.00059,0.8584
CCC(C)CC(C)C,298,0.6962,0.7119,0.00053,0.9772
CC(C)(C)N,293,0.6958,0.7067,0.00087,0.9846
CC(C)=CC(C)C,293,0.6954,0.7173,0.00075,0.9501
CCCCC(C)(C)C,293,0.6953,0.716,0.00038,0.987
C/C=C\C(C)CC,298,0.6952,0.7159,0.00069,0.9647
C/C=C\C(C)(C)C,298,0.6951,0.723,0.00041,0.9689
CC=C=CC,293,0.695,0.7043,0.00032,0.8884
C=C(C)CC(C)C,293,0.6943,0.7118,0.00053,0.9613
C=CCC(C)CC,298,0.6942,0.7121,0.00077,0.9763
CC(C)C1CC1,298,0.6936,0.7133,0.00065,0.9139
CCC(C)(C)CC,293,0.6936,0.7032,0.00065,0.9837
C=CC(C)C(C)C,298,0.6934,0.712,0.00076,0.9618
C/C=C(\C)CC,298,0.693,0.7043,0.0006,0.9486
C=C=CCC,293,0.6926,0.7069,0.00049,0.8813
C/C=C/C(C)CC,298,0.6925,0.7163,0.00057,0.9647
CC1CC1,253,0.6912,0.7059,0.00056,0.9302
CCCC(C)C(C)C,298,0.6912,0.7186,0.00109,0.9688
C=C/C=C\C,293,0.691,0.7177,0.00047,0.9657
CCC(C)C(C)C,298,0.6908,0.6991,0.00074,0.9697
C#CCCC,293,0.6901,0.7051,0.00072,0.8965
CC(C)C(C)(C)C,293,0.6901,0.7019,0.00067,0.9739
CC(C)CCC(C)C,298,0.6901,0.7074,0.00037,0.9859
CC/C=C\C(C)C,298,0.69,0.71,0.00085,0.9712
CC1CC1(C)C,298,0.6897,0.6961,0.00071,0.8586
C=C(CC)CC,293,0.6894,0.7032,0.00059,0.9462
C/C=C/C(C)(C)C,293,0.6889,0.716,0.00073,0.9689
C/C=C(/C)CC,298,0.6886,0.702,0.00043,0.9486
C/C=C/CC(C)C,298,0.6883,0.7107,0.00052,0.9854
C=CCCC=C,298,0.6878,0.7144,0.00069,0.9898
CC(C)CC(C)(C)C,298,0.6878,0.7085,0.00065,0.9813
C=CCCC(C)C,298,0.6877,0.7109,0.00068,0.9859
C=CC(C)CCC,298,0.6871,0.7128,0.00055,0.9662
CCC=C(C)C,293,0.6863,0.7066,0.00088,0.9591
CC/C=C/C(C)C,298,0.6853,0.7114,0.00082,0.9712
C=CCC(C)(C)C,293,0.6827,0.7015,0.0005,0.9831
C/C=C\CCC,298,0.6824,0.7004,0.00065,0.99
C=C(C)C(C)C,293,0.6803,0.6973,0.00078,0.9527
C#CC(=C)C,284,0.6801,0.7777,0.00058,0.9032
C=C(C)CCC,293,0.6799,0.6995,0.00046,0.9612
CCCCCCC,298,0.6795,0.6978,0.00054,0.9939
CCCCC(C)C,293,0.6787,0.6978,0.00061,0.9858
CC/C=C\CC,293,0.6778,0.7028,0.00048,0.9896
CC/C=C/CC,293,0.6772,0.7031,0.00048,0.9896
CCCC(C)(C)C,293,0.6739,0.6921,0.00038,0.9872
C/C=C/CCC,298,0.6733,0.6965,0.00054,0.99
CC(C)CC(C)C,293,0.6727,0.6886,0.00071,0.9858
C/C=C\C(C)C,293,0.669,0.6932,0.00054,0.9715
C/C=C/C(C)C,293,0.6686,0.6939,0.00052,0.9715
C=CCCCC,298,0.6685,0.6908,0.00052,0.9907
C=CC(C)CC,293,0.6675,0.6933,0.00048,0.9671
C=CCC(C)C,293,0.6642,0.6835,0.00082,0.9852
CC(C)C(C)C,293,0.6616,0.6728,0.00055,0.9803
CCCCCC,298,0.6606,0.6707,0.00061,0.9943
CCC(C)CC,298,0.6598,0.6725,0.00078,0.9773
C=CC(C)(C)C,293,0.6529,0.6874,0.00046,0.9779
CCCC(C)C,298,0.65,0.665,0.00054,0.9858
CCC(C)(C)C,298,0.6444,0.6613,0.0007,0.9875
CCCCC,293,0.6262,0.6407,0.00062,0.9939
